id,date,year,month,tier,tier_raw,outlet,title,url,eav,reach,brand,brand_raw,sentiment,source
309695c33706f5fe,2026-04-06,2026,4,T1-Local,Tier 1 Local,Khaleej Times,Dubai real estate steadies as fundamentals stay strong,,2200,500000,betterhomes,,,historical_import
e1eb0c4e58d1bd89,2026-04-02,2026,4,T1-Local,Tier 1 Local,Khaleej Times,"Several communities saw growth in per-square-meter prices with Dubai Investment Park Second witnessing 323% increase YoY, while Al Safouh was up by 286% during February 28 and March 19",,2200,500000,betterhomes,,,historical_import
7cbc662dd7fdb52e,2026-03-31,2026,3,Other,,Khaleej Times,"While tenant enquiries have softened compared with last year’s exceptionally strong cycle, analysts say the market is adjusting rather than weakening",,2200,500000,betterhomes,,,historical_import
e9356b6a54263160,2026-03-30,2026,3,T1-Local,Tier 1 Local,The National News,Dubai rental listings rise as tenants seek better pricing and flexibility,,,,betterhomes,,,historical_import
ecf95a1bd67a5fe9,2026-03-30,2026,3,T1-Local,Tier 1 Local,MSN,Dubai rental listings rise as tenants seek better pricing and flexibility,,,,betterhomes,,,historical_import
19391d84621c7fc5,2026-03-30,2026,3,T2,Tier 2,Gulf Daily News,Dubai leasing market adjusts as rental listings increase: report,,,,betterhomes,,,historical_import
ecd968fd7b9396ae,2026-03-28,2026,3,T1-Local,Tier 1 Local,Arabian Business,"Dubai off-plan property market holds steady as investors eye long-term gains, transactions hit $6.26bn",,9500,250000,betterhomes,,,historical_import
e1c6419489e1fadd,2026-03-24,2026,3,T1-Local,Tier 1 Local,Arabian Business,Dubai property enquiries jump 38% as buyers take ‘measured approach’ despite softer market activity,,9500,250000,betterhomes,,,historical_import
a6603a641dda63e0,2026-03-24,2026,3,Other,,Press Reader,Prop­erty buy­ers take a meas­ured approach as mar­ket holds steady,,,,betterhomes,,,historical_import
d06d3a99eab7dba0,2026-03-23,2026,3,T1-Local,Tier 1 Local,Khaleej Times,Dubai property buyers take a more 'measured approach' as market holds steady,,2200,500000,betterhomes,,,historical_import
eca857bef95ac87e,2026-03-14,2026,3,T1-Local,Tier 1 Local,Khaleej Times,Dubai rental market weathers regional tensions with flexible payment plans - Khaleej Times,,2200,500000,betterhomes,,,historical_import
bee7e049eb212c9a,2026-03-13,2026,3,T2,Tier 2,MSN,Dubai rental market weathers regional tensions with flexible payment plans - MSN,,,,betterhomes,,,historical_import
acadc591ce71213d,2026-03-12,2026,3,T1-Local,Tier 1 Local,Gulf Business Daily,"UAE Business: Dubai's leasing market continues to move despite regional uncertainty, says expert",,1000,100000,betterhomes,,,historical_import
2e4f45d1e72e2833,2026-03-12,2026,3,T1-Local,Tier 1 Local,Khaleej Times,Dubai property defies uncertainty: Investors prioritise stability - Khaleej Times,,2200,500000,betterhomes,,,historical_import
85b7b427e3bc184d,2026-03-12,2026,3,T3,Tier 3,Mid-eastinfo,"Dubai property market continues to move despite quieter conditions, says betterhomes",,,,betterhomes,,,historical_import
d82cc330da8e292f,2026-03-11,2026,3,T1-Local,Tier 1 Local,The National News,"Stability, not panic': Dubai real estate companies have faith despite Iran war | The National",,9300,200000,betterhomes,,,historical_import
3c4c404d118f1a19,2026-03-09,2026,3,T1-Local,Tier 1 Local,Arabian Business,Dubai property market remains active despite dip in enquiries: betterhomes,,9500,250000,betterhomes,,,historical_import
90b0c6d82800758b,2026-03-09,2026,3,T3,Tier 3,MENAFN,"Dubai Property Market Continues To Move Despite Quieter Conditions, Says Betterhomes",,,,betterhomes,,,historical_import
c1b5350e6ec1babe,2026-03-08,2026,3,T3,Tier 3,India news,Iran conflict rattles Dubai and Abu Dhabi real estate,,,,betterhomes,,,historical_import
3e5b528a5390017a,2026-03-08,2026,3,T3,Tier 3,Big news network,Iran strikes threaten UAE property boom built on foreign money - Big News Network.com,,,,betterhomes,,,historical_import
bb1e7ed6c13c9ced,2026-03-08,2026,3,T3,Tier 3,Greatandhra,"Iran Strikes Shake UAE Property Boom, Investors Turn Cautious - Greatandhra.com",,,,betterhomes,,,historical_import
f628a641d7b13814,2026-03-06,2026,3,T1-Local,Tier 1 Local,Construction Week,Are Dubai property prices about to drop? - Construction Week Online,,3000,40000,betterhomes,,,historical_import
f7a56506ef5e396f,2026-03-06,2026,3,T3,Tier 3,RBC Ukraine,UAE property market tumbles after Iranian attacks - RBC-Ukraine,,,,betterhomes,,,historical_import
cc1d196e42cd34ad,2026-03-06,2026,3,T3,Tier 3,"International Business Times, Singapore Edition",UAE's Top Property Stocks Face 5% Erosion After Iranian Strikes Rattle Investor Confidence,,,,betterhomes,,,historical_import
f127293206bffa61,2026-03-06,2026,3,T3,Tier 3,ET Realty,UAE's property sector faces reckoning after Iran strikes - ET Realty,,,,betterhomes,,,historical_import
103cbeee7bb93636,2026-03-06,2026,3,T3,Tier 3,Dawn.com,UAE's property sector faces reckoning after Iran strikes - DAWN.COM,,,,betterhomes,,,historical_import
80c3e72e814d9c08,2026-03-06,2026,3,T3,Tier 3,The Times of India,UAE property boom faces first major test after Iran strikes shake investor confidence,,,,betterhomes,,,historical_import
63639cfa72e09ede,2026-03-06,2026,3,T3,Tier 3,News18,Will Gulf Tensions Dent Dubai's Luxury Property Market? Experts Weigh In - News18,,,,betterhomes,,,historical_import
00353e33bd1b4268,2026-03-05,2026,3,T1-Global,Tier 1 International,Reuters,UAE's property sector faces reckoning after Iran strikes,,20000,1000000,betterhomes,,,historical_import
76797d65b2b8c276,2026-02-26,2026,2,T1-Local,Tier 1 Local,Arabian Business,Dubai property sales hit $10.6bn during Ramadan 2025 as betterhomes forecasts up 12% growth in 2026,,9500,250000,betterhomes,,,historical_import
10572da11b278002,2026-02-26,2026,2,T1-Local,Tier 1 Local,Khaleej Times,Dubai real estate activity to rise 8–12% during Ramadan 2026,,2200,500000,betterhomes,,,historical_import
231968e0f74e9229,2026-02-25,2026,2,T1-Local,Tier 1 Local,Arabian Business,Dubai property sales hit $10.6bn during Ramadan 2025 as betterhomes forecasts up 12% growth in 2026,,9500,250000,betterhomes,,,historical_import
fd2fe4ef83aeb318,2026-02-23,2026,2,T3,Tier 3,One Ville News,Blue Square Development: A trusted regional partner bringing decades of expertise to Dubai’s residential landscape,,,,betterhomes,,,historical_import
4ef45a0ca7f10f73,2026-02-16,2026,2,T2,Tier 2,Zawya,Abu Dhabi property market records $3.2bln in January sales,,1000,100000,betterhomes,,,historical_import
62936349ef555410,2026-02-14,2026,2,T1-Local,Tier 1 Local,Arabian Business,Abu Dhabi property market hits $3.27bn in January sales as off-plan dominates 83 per cent of deals,,9500,250000,betterhomes,,,historical_import
0585bcb8f6bc289c,2026-02-10,2026,2,T1-Local,Tier 1 Local,Construction Week,Dubai’s January property sales hit AED55 bn,,3000,40000,betterhomes,,,historical_import
c97625399dc06f67,2026-02-10,2026,2,T1-Local,Tier 1 Local,Arabian Business,Dubai residential sales hit AED55.2bn in January as transactions rise,,9500,250000,betterhomes,,,historical_import
3fcc8338e5ac4012,2026-02-10,2026,2,T1-Local,Tier 1 Local,Construction Week,Ellington Properties unveils The Meriva Collection on Dubai Islands,,3000,40000,betterhomes,,,historical_import
a0204290eb2a768e,2026-02-10,2026,2,T2,Tier 2,Zawya,"ZAWYA-PRESSR: Ellington Properties unveils The Meriva Collection, a hospitality-led beachfront destination on Dubai Islands",,1000,100000,betterhomes,,,historical_import
2e38ecbc57d065ba,2026-02-10,2026,2,T1-Local,Tier 1 Local,Construction Week,Abu Dhabi property market kicks off 2026 with $3.2bn sales surge - Construction Week,,3000,40000,betterhomes,,,historical_import
7c1221fbc2a9048c,2026-02-05,2026,2,T1-Local,Tier 1 Local,Arabian Business,Dubai off-plan homes dominate property market with record 65% of transactions,,9500,250000,betterhomes,,,historical_import
c0272d0b46617eff,2026-02-05,2026,2,T1-Local,Tier 1 Local,Construction Week,"132,000 homes sold: Dubai’s off-plan sales reach $78 bn in 2025",,3000,40000,betterhomes,,,historical_import
d477ac4f2a7fdb7c,2026-02-05,2026,2,T3,Tier 3,Trade Arabia,"Dubai off-plan sales hit 130,000 homes; value touches $77.88bn - TradeArabia",,,,betterhomes,,,historical_import
dcc3b1aeb68faae8,2026-02-04,2026,2,T3,Tier 3,Money Control,Why Indian investors are increasingly buying property in Dubai,,,,betterhomes,,,historical_import
a0d47cfcc55dd486,2026-01-30,2026,1,T1-Local,Tier 1 Local,Khaleej Times,Dubai rents hold steady as families reshape demand in record‑setting 2025 | Khaleej Times,,2200,500000,betterhomes,,,historical_import
d94614e6865d413a,2026-01-29,2026,1,T3,Tier 3,The Economic Times,"Indians, Britons top Dubai property buys in 2025 as rupee falls",,,,betterhomes,,,historical_import
b4c010053c93fcf3,2026-01-29,2026,1,T2,Tier 2,Zawya,Dubai rental boom defies inflation as demand surges but rents stay flat,,1000,100000,betterhomes,,,historical_import
bbb5eb27d6f51461,2026-01-28,2026,1,T1-Local,Tier 1 Local,Construction Week,betterhomes appoints Alex Leigh as Director of Operations,,3000,40000,betterhomes,,,historical_import
c646cddb6f2273cb,2026-01-22,2026,1,T1-Local,Tier 1 Local,Construction Week,Dubai property market 2025-26: Questions global investors are asking right now,,3000,40000,betterhomes,,,historical_import
ccff2df1b27b6031,2026-01-20,2026,1,T1-Local,Tier 1 Local,Construction Week,Dubai property market 2026: Where are smart investors looking next?,,3000,40000,betterhomes,,,historical_import
bd81191febdc4452,2026-01-17,2026,1,T1-Local,Tier 1 Local,Khaleej Times,"The off-plan segment will not only continue to dominate, but also increase its share in the Dubai property market",,2200,500000,betterhomes,,,historical_import
ab11afd49f7afb19,2026-01-14,2026,1,T1-Local,Tier 1 Local,Arabian Business,Dubai property market hits record $149bn in 2025 as demand and prices strengthen,,9500,250000,betterhomes,betterhomes,,historical_import
591c85bc2e5db3be,2026-01-14,2026,1,T1-Local,Tier 1 Local,Khaleej Times,Dubai closes 2025 with a record Dh547b property market,,2200,500000,betterhomes,,,historical_import
af88e26fcbf5a08f,2026-01-13,2026,1,T3,Tier 3,Press Reader,Why Dubai’s property boom is built to last for a long time,,,,betterhomes,,,historical_import
b6e08cb863774024,2026-01-13,2026,1,T1-Local,Tier 1 Local,Construction Week,What’s next for Dubai’s real estate landscape?,,3000,40000,betterhomes,,,historical_import
39e7a05304c7ec60,2026-01-12,2026,1,T1-Local,Tier 1 Local,Khaleej Times,Why Dubai’s property boom is built to last for a long time,,2200,500000,betterhomes,betterhomes,,historical_import
79e1731a6e76bbfa,2026-01-12,2026,1,T2,Tier 2,Zawya,The 3rd edition of Dubai's Top 50 Homes revealed - ZAWYA,,1000,100000,betterhomes,,,historical_import
380b98c6de795951,2026-01-08,2026,1,T1-Local,Tier 1 Local,Khaleej Times,"Dubai real estate outlook 2026: steady demand, selective cooling, and a tech‑driven turn",,2200,500000,betterhomes,betterhomes,,historical_import
1f95e9fc78312521,2026-01-01,2026,1,T1-Local,Tier 1 Local,Khaleej Times,Dubai South to draw more end-users as DWC expansion creates more jobs,,2200,500000,betterhomes,,,historical_import
47d6089f9ad130a1,2025-12-29,2025,12,T1-Local,Tier 1 Local,Khaleej Times,Dubai rents set to rise by up to 6% in 2026 amid growing population,,2200,500000,betterhomes,,,historical_import
118b0c0a953b7f3b,2025-12-18,2025,12,T1-Local,Tier 1 Local,Arabian Business,"REVEALED: Dubai real estate market trends in 2026, according to experts",,9500,250000,betterhomes,,,historical_import
bdeb77416aedad69,2025-12-18,2025,12,T3,Tier 3,Arqam News,Nearly 60% of Residents Choose to Make Dubai Home as Average Tenure Rises to a Decade,,,,betterhomes,,,historical_import
51752f8ed5e990a1,2025-12-18,2025,12,T1-Local,Tier 1 Local,Khaleej Times,Dubai residents put down roots as average tenure surges to over a decade - Khaleej Times,,2200,500000,betterhomes,,,historical_import
77fbec5005682bfa,2025-12-18,2025,12,T3,Tier 3,Press Reader,Dubai residents put down roots as tenure surges - PressReader,,,,betterhomes,,,historical_import
36f51455139b568a,2025-12-18,2025,12,T1-Local,Tier 1 Local,Lovin Dubai,https://www.instagram.com/p/DSaErXhDY25/?img_index=5&igsh=ZnI1a2g5NXllbHZ5,,2000,20000,betterhomes,,,historical_import
0e6093114117ac49,2025-12-16,2025,12,T1-Local,Tier 1 Local,Arabian Business,Dubai villa owners are ‘sitting on a goldmine’ as property market enters 2026 – expert,,9500,250000,betterhomes,,,historical_import
cde566bfe772a67f,2025-12-12,2025,12,T1-Local,Tier 1 Local,Khaleej Times,Off-plan sales dominate as Dubai realty charges into 2026,,2200,500000,betterhomes,,,historical_import
9d268bdc17ba8b6b,2025-12-12,2025,12,T1-Local,Tier 1 Local,Khaleej Times,"UAE: Ultra-rich move to Dubai, keep luxury property demand strong, expert says",,2200,500000,betterhomes,,,historical_import
ac197d1e35c2b76d,2025-12-11,2025,12,T3,Tier 3,MENAFN,Best Real Estate Agents In Dubai For Spotting The Next Investment Hotspots,,,,betterhomes,,,historical_import
4b3a37328ffb438b,2025-12-11,2025,12,T1-Local,Tier 1 Local,Arabian Business,Dubai property prices jump 2.5% in November as buyer confidence grows – report,,9500,250000,betterhomes,,,historical_import
7653f1386deaca37,2025-12-04,2025,12,T2,Tier 2,MSN,44% of property investors say their Dubai investments outperform their overseas portfolios,,,,betterhomes,,,historical_import
f46315a9e92621c2,2025-12-04,2025,12,T1-Local,Tier 1 Local,Khaleej Times,44% of property investors say their Dubai investments outperform their overseas portfolios,,2200,500000,betterhomes,,,historical_import
7393fc272f267fea,2025-12-04,2025,12,T3,Tier 3,The finance 360,"44% Of Investors Say Dubai Property Outperforms Overseas Assets, Shows Betterhomes Future Living Report 2025",,,,betterhomes,,,historical_import
57cd761d550fa352,2025-12-03,2025,12,T1-Local,Tier 1 Local,Arabian Business,"Dubai property delivers stronger returns than global markets, new report shows",,9500,250000,betterhomes,,,historical_import
59e3c08268dae467,2025-12-03,2025,12,T2,Tier 2,Zawya,"44% of property investors say their Dubai investments outperform their overseas portfolios, according to betterhomes’ Future Living Report 2025",,1000,100000,betterhomes,,,historical_import
7bd0de3a36f97b95,2025-12-03,2025,12,T1-Local,Tier 1 Local,Khaleej Times,Dubai rent growth slows as supply narrows gap between renewals and new leases,,2200,500000,betterhomes,,,historical_import
b4f7ec0e8dc826b2,2025-11-26,2025,11,T2,Tier 2,Economy Middle East,"Dubai tenants shift to homeownership amid rising rents and long-term residency, with 55 percent planning purchases",,5000,50000,betterhomes,,,historical_import
493f5c3b44f9ea00,2025-11-26,2025,11,T1-Local,Tier 1 Local,Construction Week Middle East,More than 55% of tenants now plan to buy property within the next 1–3 years,,3000,40000,betterhomes,,,historical_import
91aaab940d013f1a,2025-11-25,2025,11,T1-Local,Tier 1 Local,Khaleej Times,From renters to buyers: Dubai rent hike pushes tenants to buy homes,,2200,500000,betterhomes,,,historical_import
e7beb7dddda15509,2025-11-25,2025,11,T1-Local,Tier 1 Local,Arabian Business,Dubai rental pressures push tenants toward ownership as 55% plan to buy,,9500,250000,betterhomes,,,historical_import
cd738e0188530509,2025-11-25,2025,11,T2,Tier 2,Zawya,"Dubai’s tenant mindset flips, betterhomes reports 55% now plan purchases within 1–3 years",,1000,100000,betterhomes,,,historical_import
f7e7a45a987ef39e,2025-11-25,2025,11,T2,Tier 2,MSN,From renters to buyers: Dubai rent hike pushes tenants to buy homes,,,,betterhomes,,,historical_import
40d440d224779a08,2025-11-17,2025,11,T3,Tier 3,MENAFN,Dubai Property Market Holds Steady As Sales Value Climbs 4.2% Mom And Leasing Demand Remains Resilient In October,,,,betterhomes,,,historical_import
a257fa8b0c8fb4fe,2025-11-14,2025,11,T3,Tier 3,Trade Arabia,"Dubai property market holds steady, sales value climbs 4.2% in October",,,,betterhomes,,,historical_import
46d552a6f19954c1,2025-11-14,2025,11,T3,Tier 3,Trade View,"SNG: Dubai property market holds steady, sales value climbs 4.2% in October",,,,betterhomes,,,historical_import
935c9c8122045f64,2025-11-11,2025,11,T3,Tier 3,Trade Arabia,Dubai’s Top 50 Homes competition returns,,,,betterhomes,,,historical_import
0e6e7a06ec6a2797,2025-11-10,2025,11,T2,Tier 2,Zawya,Dubai's Top 50 Homes returns for its third year,,1000,100000,betterhomes,,,historical_import
2333b8b9a2249baf,2025-11-10,2025,11,T3,Tier 3,The Arabian Marketer,Dubai’s Top 50 Homes Returns For Its Third Year,,,,betterhomes,,,historical_import
8b8a9db98d0f0834,2025-11-10,2025,11,T2,Tier 2,Zawya,"Dubai property market holds steady, sales value climbs 4.2% in October",,1000,100000,betterhomes,,,historical_import
9b6aaef408db29d0,2025-11-06,2025,11,T3,Tier 3,Wral.com,Dubai-Real.Estate introduces a smarter way to explore homes and investments across the UAE,,,,betterhomes,,,historical_import
5cb5374178b94fa6,2025-11-04,2025,11,T2,Tier 2,Zawya,"Dubai’s luxury real estate market enters a stable, mature cycle",,1000,100000,betterhomes,,,historical_import
98d06693a1307675,2025-11-04,2025,11,T2,Tier 2,Economy Middle East,Dubai's luxury real estate market transitions to healthy stabilization following record-setting ...,,5000,50000,betterhomes,,,historical_import
a44dd3a63f15ee0b,2025-11-04,2025,11,T1-Local,Tier 1 Local,Arabian Business,Dubai real estate: $4.1m luxury homes drive 737 sales in Q3 as wealthy eye Palm Jumeirah and Dubai Hills,,9500,250000,betterhomes,,,historical_import
023a207dc23fb20c,2025-11-04,2025,11,T2,Tier 2,One Arabia,Dubai's Luxury Real Estate Market Transitions To A Stable And Mature Growth Phase,,,,betterhomes,,,historical_import
49124cda79f44681,2025-11-04,2025,11,T3,Tier 3,Open PR,Dubai-Real.Estate introduces a smarter way to explore homes and investments across the UAE,,,,betterhomes,,,historical_import
c37fc6a7d767f7b8,2025-11-04,2025,11,T1-Local,Tier 1 Local,Arabian Business,Dubai real estate stable as sales hit $12.65bn and leasing demand holds firm,,9500,250000,betterhomes,,,historical_import
e0008afb83f1f065,2025-10-31,2025,10,T3,Tier 3,Arqam News,betterhomes honoured as the premier partner for international real estate investment,,,,betterhomes,,,historical_import
ff131a6d8fb1b6df,2025-10-30,2025,10,T2,Tier 2,Zawya,"Betterhomes and Panchshil Realty have announced an exclusive partnership, marking Panchshil’s landmark debut in Dubai",,1000,100000,betterhomes,,,historical_import
0d6736e874375b47,2025-10-30,2025,10,T1-Local,Tier 1 Local,Arabian Business,Dubai's off-plan market hits record highs; apartment sales up 35% - Arabian Business,,9500,250000,betterhomes,,,historical_import
2e5db9f13a2d1105,2025-10-30,2025,10,T2,Tier 2,Built Environment,Dubai’s Off-Plan Market Hits Record Highs as Apartment Sales Surge 35% in Q3 2025,,5000,50000,betterhomes,,,historical_import
cd65b7cab0e184e3,2025-10-28,2025,10,T3,Tier 3,https://nabd-alhadath.com/,Dubai’s Commercial Property Market Surges to AED 30.38 Billion,,,,betterhomes,,,historical_import
57346b325a656e42,2025-10-28,2025,10,T3,Tier 3,egyeconomy,"Dubai’s Commercial Property Market Surges to AED 30.38 Billion in Q3 2025, Marking a 31% Increase",,,,betterhomes,,,historical_import
cd907f645b935e19,2025-10-28,2025,10,T2,Tier 2,Zawya,"Dubai’s commercial property market surges to AED 30.38bln in Q3 2025, marking a 31% increase",,1000,100000,betterhomes,,,historical_import
04635dfd8c01f830,2025-10-28,2025,10,T1-Local,Tier 1 Local,Khaleej Times,Dubai’s commercial property boom accelerates as office demand hits new highs,,2200,500000,betterhomes,,,historical_import
4c086e270b2ddf83,2025-10-28,2025,10,T2,Tier 2,Economy Middle East,Dubai’s commercial property market surges to $8.27 billion amid strong office market demand,,5000,50000,betterhomes,,,historical_import
41e15e773d38a672,2025-10-26,2025,10,T3,Tier 3,Times of india,"Explained: Why Dubai's real estate prices are surging; what it means for investors, renters ...",,,,betterhomes,,,historical_import
df335035f18f64ec,2025-10-26,2025,10,T1-Local,Tier 1 Local,Gulf News,Dubai rent spikes to ease as new tenants get more options — buyers eye flats in UAE,,1000,150000,betterhomes,,,historical_import
df2f117eacdc21b1,2025-10-22,2025,10,T2,Tier 2,Zawya,Dubai Islands records AED 6.1bln in sales in H1 2025,,1000,100000,betterhomes,,,historical_import
2e6e58a385dfd23d,2025-10-22,2025,10,T1-Local,Tier 1 Local,Arabian Business,Dubai property market hits $37.7bn as apartment sales soar and villa deals cool,,9500,250000,betterhomes,,,historical_import
ac670ee8bf793a5b,2025-10-22,2025,10,T2,Tier 2,Zawya,"Dubai real estate holds firm in Q3 2025, driven by strong apartment sales and record prices",,1000,100000,betterhomes,,,historical_import
26a35150f9403cb2,2025-10-22,2025,10,T1-Local,Tier 1 Local,Khaleej Times,Dubai’s property market enters a phase of selective growth,,2200,500000,betterhomes,,,historical_import
fdcb721735da7c93,2025-10-22,2025,10,T2,Tier 2,Economy Middle East,Dubai real estate: Apartment sales soar to record $25.32 billion in Q3 2025 as prices nearly double from 2020,,5000,50000,betterhomes,,,historical_import
17afb2a261aa86dd,2025-10-22,2025,10,T3,Tier 3,Wral.com,"Dubai Real Estate Holds Firm In Q3 2025, Driven By Strong Apartment Sales And Record Prices",,,,betterhomes,,,historical_import
b053b108fbea6fbc,2025-10-22,2025,10,T3,Tier 3,The Manila Times,"Dubai Real Estate Holds Firm In Q3 2025, Driven By Strong Apartment Sales And Record Prices",,,,betterhomes,,,historical_import
cec6bc11ec87cb5c,2025-10-22,2025,10,T2,Tier 2,Business Insider,"Dubai Real Estate Holds Firm In Q3 2025, Driven By Strong Apartment Sales And Record Prices",,,,betterhomes,,,historical_import
dca75475a7063e90,2025-10-22,2025,10,T3,Tier 3,barchart,"Dubai Real Estate Holds Firm In Q3 2025, Driven By Strong Apartment Sales And Record Prices",,,,betterhomes,,,historical_import
3afd0886d0cbd2e1,2025-10-16,2025,10,T3,Tier 3,MBN,Dubai’s Bubble Fears,,,,betterhomes,,,historical_import
ece8c832934bbad2,2025-10-15,2025,10,T3,Tier 3,RISmedia,LeadingRE’s Annual Global Symposium Hosts Real Estate Professionals From 31 Countries,,,,betterhomes,,,historical_import
87e8ba256bd7b33a,2025-10-10,2025,10,T1-Local,Tier 1 Local,Gulf News,Dubai Islands turn next big waterfront investment,,1000,150000,betterhomes,,,historical_import
cfdb3d7563c05871,2025-10-08,2025,10,T1-Local,Tier 1 Local,Khaleej Times,Dubai Islands emerging as Dubai’s next waterfront investment hub,,2200,500000,betterhomes,,,historical_import
ebb35efb7eb410a1,2025-10-08,2025,10,T1-Local,Tier 1 Local,Construction Week Middle East,"Dubai Islands records $1.7bn in sales in H1 2025, emerging as city’s next waterfront investment hub",,3000,40000,betterhomes,,,historical_import
3c657a50cc795008,2025-10-08,2025,10,T1-Local,Tier 1 Local,Arabian Business,Dubai Islands hits $1.6bn in H1 sales as investors flock to new waterfront hub,,9500,250000,betterhomes,,,historical_import
c3c782dcec0a76c9,2025-10-04,2025,10,T1-Local,Tier 1 Local,Gulf Business,Rent smart in Dubai: Top areas that are actually worth your money,,5000,50000,betterhomes,,,historical_import
93c22dec1a585091,2025-09-29,2025,9,T1-Local,Tier 1 Local,Khaleej Times,"Capacity of road leading to Dubai Silicon Oasis raised by 100%, says RTA",,2200,500000,betterhomes,,,historical_import
d221658947aaf68a,2025-09-25,2025,9,T2,Tier 2,Economy Middle East,Dubai’s branded residences command 40 percent price premium as appeal to migrating millionaires drives demand,,5000,50000,betterhomes,,,historical_import
b09dac85a6139af2,2025-09-25,2025,9,T1-Local,Tier 1 Local,Khaleej Times,"Dubai: Will soaring rents, property prices affect residents' cost of living?",,2200,500000,betterhomes,,,historical_import
34ccd242969bbbba,2025-09-11,2025,9,T1-Local,Tier 1 Local,Arabian Business,Dubai real estate: Property market records 10% annual growth despite August dip,,9500,250000,betterhomes,,,historical_import
e5ba212f2339fce8,2025-09-11,2025,9,T3,Tier 3,Pressbee,https://www.youtube.com/watch?v=Z-q_zSmFhPI,,,,betterhomes,,,historical_import
